project_id,year,chain_length,frequency
900399,2016,8,2
900399,2017,1,20422
900399,2017,2,1741
900399,2017,3,518
900399,2017,4,73
900399,2017,5,28
900399,2017,6,13
900399,2017,7,2
900399,2017,8,2
900399,2017,9,1
900399,2018,1,21279
900399,2018,2,1826
900399,2018,3,537
900399,2018,4,79
900399,2018,5,29
900399,2018,6,12
900399,2018,7,1
900399,2018,8,2
900399,2018,9,1
900399,2019,1,21745
900399,2019,2,1867
900399,2019,3,551
900399,2019,4,79
900399,2019,5,34
900399,2019,6,12
900399,2019,7,1
900399,2019,8,2
900399,2019,9,1
900399,2020,1,16625
900399,2020,2,1001
900399,2020,3,378
900399,2020,4,79
900399,2020,5,27
900399,2020,6,19
900399,2020,8,2
900399,2020,9,1
900399,2021,1,16631
900399,2021,2,1002
900399,2021,3,378
900399,2021,4,79
900399,2021,5,27
900399,2021,6,19
900399,2021,8,2
900399,2021,9,1
900546,2015,1,69
900546,2015,2,15
900611,2014,1,367
900611,2014,2,27
900611,2014,3,6
900611,2014,4,3
900611,2014,5,4
900611,2014,6,2
900611,2014,7,1
900611,2014,8,1
900611,2015,1,620
900611,2015,2,43
900611,2015,3,14
900611,2015,4,4
900611,2015,5,7
900611,2015,6,3
900611,2015,7,1
900611,2015,8,1
900663,2014,1,113
900663,2014,2,9
900663,2015,1,113
900663,2015,2,9
900663,2016,1,732
900663,2016,2,45
900663,2016,3,8
900663,2016,4,5
900663,2016,5,5
900663,2016,6,3
900663,2017,1,1013
900663,2017,2,54
900663,2017,3,14
900663,2017,4,8
900663,2017,5,2
900663,2017,6,6
900663,2018,1,1044
900663,2018,2,31
900663,2018,3,14
900663,2018,4,8
900663,2018,5,2
900663,2018,6,6
900663,2019,1,1047
900663,2019,2,31
900663,2019,3,14
900663,2019,4,8
900663,2019,5,2
900663,2019,6,6
900663,2020,1,1047
900663,2020,2,31
900663,2020,3,14
900663,2020,4,8
900663,2020,5,2
900663,2020,6,6
900689,2014,1,372
900689,2014,2,11
900689,2014,3,5
900689,2014,4,2
900689,2015,1,879
900689,2015,2,52
900689,2015,3,17
900689,2015,4,4
900689,2016,1,1037
900689,2016,2,67
900689,2016,3,25
900689,2016,4,6
900689,2017,1,1155
900689,2017,2,88
900689,2017,3,26
900689,2017,4,7
900689,2018,1,1404
900689,2018,2,105
900689,2018,3,29
900689,2018,4,7
900689,2020,1,1414
900689,2020,2,107
900689,2020,3,29
900689,2020,4,7
900721,2014,1,172
900721,2014,2,10
900721,2015,1,174
900721,2015,2,9
900721,2020,1,174
900721,2020,2,9
901017,2009,1,441
901017,2009,2,67
901017,2009,3,3
901017,2010,1,486
901017,2010,2,71
901017,2010,3,4
901023,2014,1,8509
901023,2014,2,340
901023,2014,3,41
901023,2014,4,8
901023,2014,5,2
901023,2014,12,1
901023,2015,1,10375
901023,2015,2,350
901023,2015,3,40
901023,2015,4,8
901023,2015,5,1
901023,2015,7,2
901023,2016,1,18547
901023,2016,2,601
901023,2016,3,72
901023,2016,4,16
901023,2016,5,3
901023,2016,7,2
901023,2017,1,4262
901023,2017,2,203
901023,2017,3,34
901023,2017,4,8
901023,2017,5,2
901023,2017,8,1
901227,2011,1,1699
901227,2011,2,387
901227,2011,3,91
901227,2011,4,18
901227,2011,16,1
901227,2011,32,1
901227,2012,1,1768
901227,2012,2,350
901227,2012,3,51
901227,2012,4,1
901227,2012,7,1
901227,2012,11,1
901227,2012,13,1
901227,2012,57,1
901227,2012,58,1
901227,2013,1,1872
901227,2013,2,301
901227,2013,3,28
901227,2013,7,1
901227,2013,57,1
901227,2013,58,1
901227,2014,1,2053
901227,2014,2,310
901227,2014,3,34
901227,2014,7,1
901227,2014,57,1
901227,2014,58,1
901235,2014,1,158
901235,2014,2,12
901235,2014,3,2
901235,2014,6,2
901235,2015,1,181
901235,2015,2,16
901235,2015,4,2
901235,2015,7,2
901235,2020,1,181
901235,2020,2,16
901235,2020,4,2
901235,2020,7,2
901723,2014,1,5510
901723,2014,2,326
901723,2014,3,63
901723,2014,4,14
901723,2014,5,1
901723,2014,6,7
901723,2014,7,10
901723,2014,8,5
901723,2014,9,9
901723,2014,13,1
901723,2015,1,10562
901723,2015,2,855
901723,2015,3,285
901723,2015,4,45
901723,2015,5,45
901723,2015,6,20
901723,2015,7,11
901723,2015,8,12
901723,2015,9,12
901723,2015,11,1
901723,2015,12,2
901723,2016,1,14888
901723,2016,2,1024
901723,2016,3,345
901723,2016,4,99
901723,2016,5,64
901723,2016,6,26
901723,2016,7,11
901723,2016,8,12
901723,2016,9,14
901723,2016,12,1
901723,2016,14,1
901723,2017,1,15051
901723,2017,2,1029
901723,2017,3,353
901723,2017,4,99
901723,2017,5,65
901723,2017,6,26
901723,2017,7,11
901723,2017,8,12
901723,2017,9,14
901723,2017,12,1
901723,2017,14,1
901723,2019,1,15053
901723,2019,2,1029
901723,2019,3,353
901723,2019,4,99
901723,2019,5,65
901723,2019,6,26
901723,2019,7,11
901723,2019,8,12
901723,2019,9,14
901723,2019,12,1
901723,2019,14,1
902053,2009,1,5316
902053,2009,2,362
902053,2009,3,33
902053,2009,4,2
902053,2009,11,1
902323,2014,1,1783
902323,2014,2,190
902323,2014,3,19
902323,2014,4,6
902323,2015,1,1807
902323,2015,2,193
902323,2015,3,19
902323,2015,4,6
902323,2016,1,1859
902323,2016,2,194
902323,2016,3,20
902323,2016,4,6
902323,2017,1,1863
902323,2017,2,194
902323,2017,3,20
902323,2017,4,6
902323,2018,1,1863
902323,2018,2,194
902323,2018,3,20
902323,2018,4,6
902766,2014,1,357
902766,2014,2,23
902766,2014,3,6
902766,2014,8,4
902766,2015,1,411
902766,2015,2,30
902766,2015,3,6
902766,2015,4,3
902766,2015,5,1
902766,2016,1,438
902766,2016,2,36
902766,2016,3,7
902766,2016,4,4
902766,2017,1,462
902766,2017,2,37
902766,2017,3,9
902766,2017,4,4
902766,2019,1,462
902766,2019,2,37
902766,2019,3,9
902766,2019,4,4
903098,2014,1,2141
903098,2014,2,28
903098,2014,3,3
903098,2014,4,1
903098,2014,5,1
903098,2015,1,11309
903098,2015,2,724
903098,2015,3,129
903098,2015,4,51
903098,2015,5,19
903098,2015,6,5
903098,2015,7,3
903098,2015,8,2
903098,2015,9,1
903098,2015,10,3
903098,2015,14,1
903098,2016,1,16262
903098,2016,2,1036
903098,2016,3,177
903098,2016,4,64
903098,2016,5,45
903098,2016,6,10
903098,2016,7,5
903098,2016,8,3
903098,2016,9,3
903098,2016,10,1
903098,2016,11,2
903098,2016,14,1
903098,2017,1,15825
903098,2017,2,1026
903098,2017,3,200
903098,2017,4,70
903098,2017,5,52
903098,2017,6,17
903098,2017,7,6
903098,2017,8,4
903098,2017,9,3
903098,2017,10,1
903098,2017,11,2
903098,2017,14,1
903098,2018,1,13971
903098,2018,2,864
903098,2018,3,172
903098,2018,4,82
903098,2018,5,27
903098,2018,6,11
903098,2018,7,3
903098,2018,8,3
903098,2018,9,2
903098,2018,10,1
903098,2018,14,1
903098,2019,1,8335
903098,2019,2,392
903098,2019,3,5223
903098,2019,4,135
903098,2019,5,54
903098,2019,6,16
903098,2019,7,6
903098,2019,8,1
903098,2020,1,19080
903098,2020,2,839
903098,2020,3,192
903098,2020,4,164
903098,2020,5,29
903098,2020,6,15
903098,2020,7,6
903098,2020,8,1
903098,2021,1,19715
903098,2021,2,860
903098,2021,3,193
903098,2021,4,228
903098,2021,5,27
903098,2021,6,13
903098,2021,7,5
903098,2021,8,1
903098,2021,11,1
903145,2014,1,16035
903145,2014,2,1667
903145,2014,3,188
903145,2014,4,61
903145,2014,5,14
903145,2014,6,5
903145,2014,8,2
903145,2014,13,1
903145,2015,1,21017
903145,2015,2,278
903145,2015,3,60
903145,2015,4,10
903145,2015,5,4
903145,2016,1,25272
903145,2016,2,2403
903145,2016,3,307
903145,2016,4,109
903145,2016,5,31
903145,2016,6,13
903145,2016,7,4
903145,2016,8,4
903145,2016,9,3
903145,2016,10,1
903145,2016,11,1
903145,2016,12,1
903145,2016,13,2
903145,2017,1,41143
903145,2017,2,301
903145,2017,3,76
903145,2017,4,14
903145,2017,5,4
903145,2018,1,25868
903145,2018,2,2486
903145,2018,3,311
903145,2018,4,108
903145,2018,5,31
903145,2018,6,13
903145,2018,7,4
903145,2018,8,4
903145,2018,9,3
903145,2018,10,1
903145,2018,11,1
903145,2018,12,1
903145,2018,13,2
903145,2019,1,25868
903145,2019,2,2486
903145,2019,3,311
903145,2019,4,108
903145,2019,5,31
903145,2019,6,13
903145,2019,7,4
903145,2019,8,4
903145,2019,9,3
903145,2019,10,1
903145,2019,11,1
903145,2019,12,1
903145,2019,13,2
903145,2020,1,25868
903145,2020,2,2486
903145,2020,3,311
903145,2020,4,108
903145,2020,5,31
903145,2020,6,13
903145,2020,7,4
903145,2020,8,4
903145,2020,9,3
903145,2020,10,1
903145,2020,11,1
903145,2020,12,1
903145,2020,13,2
903145,2021,1,25868
903145,2021,2,2486
903145,2021,3,311
903145,2021,4,108
903145,2021,5,31
903145,2021,6,13
903145,2021,7,4
903145,2021,8,4
903145,2021,9,3
903145,2021,10,1
903145,2021,11,1
903145,2021,12,1
903145,2021,13,2
904160,2014,1,231
904160,2014,2,4
904160,2014,3,1
904160,2017,1,231
904160,2017,2,4
904160,2017,3,1
904359,2014,1,219
904359,2014,2,42
904359,2014,3,4
904359,2014,4,4
904359,2015,1,259
904359,2015,2,51
904359,2015,3,4
904359,2015,4,6
904359,2016,1,259
904359,2016,2,51
904359,2016,3,4
904359,2016,4,6
904359,2017,1,325
904359,2017,2,62
904359,2017,3,4
904359,2017,4,6
904359,2018,1,359
904359,2018,2,64
904359,2018,3,4
904359,2018,4,6
904359,2019,1,477
904359,2019,2,80
904359,2019,3,6
904359,2019,4,6
904359,2020,1,477
904359,2020,2,80
904359,2020,3,6
904359,2020,4,6
904359,2021,1,477
904359,2021,2,80
904359,2021,3,6
904359,2021,4,6
904471,2014,1,450
904471,2014,2,57
904471,2014,3,2
904471,2014,4,5
904471,2014,5,6
904471,2014,6,1
904471,2014,7,1
904471,2015,1,437
904471,2015,2,59
904471,2015,3,4
904471,2015,4,5
904471,2015,5,6
904471,2015,7,2
904471,2016,1,531
904471,2016,2,69
904471,2016,3,5
904471,2016,4,6
904471,2016,5,7
904471,2016,6,1
904471,2016,7,2
904471,2017,1,531
904471,2017,2,69
904471,2017,3,5
904471,2017,4,6
904471,2017,5,7
904471,2017,6,1
904471,2017,7,2
904471,2019,1,545
904471,2019,2,49
904471,2019,3,14
904471,2019,4,17
904471,2019,5,4
904471,2019,7,1
904484,2014,1,208
904484,2014,2,11
904484,2014,9,1
904578,2014,1,14
904642,2015,1,3878
904642,2015,2,119
904642,2015,3,29
904642,2015,4,4
904642,2015,5,31
904642,2015,6,3
904840,2014,1,1971
904840,2014,2,176
904840,2014,3,59
904840,2014,4,19
904840,2014,5,3
904840,2014,6,2
904840,2015,1,4649
904840,2015,2,383
904840,2015,3,104
904840,2015,4,31
904840,2015,5,5
904840,2015,6,3
904840,2015,8,1
904840,2015,10,1
904840,2015,111,1
904840,2016,1,4831
904840,2016,2,455
904840,2016,3,119
904840,2016,4,32
904840,2016,5,12
904840,2016,6,4
904840,2016,7,1
904840,2016,8,1
904840,2016,10,1
904840,2016,111,1
904840,2017,1,4779
904840,2017,2,525
904840,2017,3,121
904840,2017,4,39
904840,2017,5,18
904840,2017,6,7
904840,2017,7,1
904840,2017,8,3
904840,2017,10,1
904840,2017,111,1
904840,2018,1,4779
904840,2018,2,525
904840,2018,3,121
904840,2018,4,39
904840,2018,5,18
904840,2018,6,7
904840,2018,7,1
904840,2018,8,3
904840,2018,10,1
904840,2018,111,1
904840,2019,1,4779
904840,2019,2,525
904840,2019,3,121
904840,2019,4,39
904840,2019,5,18
904840,2019,6,7
904840,2019,7,1
904840,2019,8,3
904840,2019,10,1
904840,2019,111,1
904840,2020,1,4779
904840,2020,2,525
904840,2020,3,121
904840,2020,4,39
904840,2020,5,18
904840,2020,6,7
904840,2020,7,1
904840,2020,8,3
904840,2020,10,1
904840,2020,111,1
904840,2021,1,4781
904840,2021,2,525
904840,2021,3,121
904840,2021,4,39
904840,2021,5,18
904840,2021,6,7
904840,2021,7,1
904840,2021,8,3
904840,2021,10,1
904840,2021,111,1
904841,2013,1,1716
904841,2013,2,117
904841,2013,3,3
904841,2013,4,4
904841,2013,5,1
904841,2014,1,2493
904841,2014,2,156
904841,2014,3,4
904841,2014,4,5
904841,2014,5,2
904841,2014,6,1
904841,2015,1,4093
904841,2015,2,325
904841,2015,3,52
904841,2015,4,6
904841,2015,5,5
904841,2015,6,3
904841,2016,1,3033
904841,2016,2,204
904841,2016,3,9
904841,2016,4,5
904841,2016,5,2
904841,2016,6,1
904841,2017,1,3501
904841,2017,2,223
904841,2017,3,11
904841,2017,4,8
904841,2017,5,2
904841,2017,6,1
904841,2018,1,3732
904841,2018,2,240
904841,2018,3,11
904841,2018,4,8
904841,2018,5,2
904841,2018,6,1
904841,2019,1,3734
904841,2019,2,240
904841,2019,3,11
904841,2019,4,8
904841,2019,5,2
904841,2019,6,1
904976,2014,1,462
904976,2014,2,13
904976,2014,3,6
904976,2015,1,431
904976,2015,2,14
904976,2015,3,7
904996,2014,1,1
904996,2015,1,1
904996,2016,1,617
904996,2016,2,51
904996,2016,3,9
904996,2016,4,7
904996,2016,5,2
904996,2017,1,652
904996,2017,2,57
904996,2017,3,10
904996,2017,4,7
904996,2017,5,2
904996,2018,1,1350
904996,2018,2,80
904996,2018,3,10
904996,2018,4,6
904996,2019,1,1621
904996,2019,2,66
904996,2019,3,21
904996,2019,4,10
904996,2019,5,3
904996,2019,6,2
904996,2019,10,2
904996,2019,11,1
904996,2020,1,1984
904996,2020,2,61
904996,2020,3,24
904996,2020,4,22
904996,2020,5,4
904996,2020,6,4
904996,2021,1,2319
904996,2021,2,112
904996,2021,3,74
904996,2021,4,39
904996,2021,5,9
904996,2021,6,5
905122,2014,1,57
905122,2014,2,1
905122,2015,1,476
905122,2015,2,6
905122,2015,3,1
905122,2015,4,3
905122,2015,7,3
905122,2015,8,1
905122,2016,1,170
905122,2016,2,6
905122,2016,3,1
905122,2016,4,3
905122,2016,7,3
905122,2016,8,1
905122,2017,1,170
905122,2017,2,6
905122,2017,3,1
905122,2017,4,3
905122,2017,7,3
905122,2017,8,1
905131,2012,1,237
905131,2012,2,15
905131,2012,3,3
905131,2013,1,248
905131,2013,2,17
905131,2013,3,3
905131,2014,1,249
905131,2014,2,17
905131,2014,3,3
905131,2015,1,250
905131,2015,2,17
905131,2015,3,3
905131,2016,1,273
905131,2016,2,17
905131,2016,3,3
905131,2017,1,172
905131,2017,2,10
905131,2017,3,3
905131,2018,1,275
905131,2018,2,25
905131,2018,3,6
905131,2019,1,361
905131,2019,2,37
905131,2019,3,8
905131,2020,1,361
905131,2020,2,37
905131,2020,3,8
905447,2014,1,1152
905447,2014,2,16
905447,2014,3,7
905447,2014,4,1
905447,2014,5,4
905447,2014,7,2
905447,2015,1,3187
905447,2015,2,42
905447,2015,3,22
905447,2015,4,1
905447,2015,5,9
905447,2015,7,2
905447,2015,9,2
905447,2016,1,3319
905447,2016,2,44
905447,2016,3,22
905447,2016,4,1
905447,2016,5,9
905447,2016,7,2
905447,2016,9,2
905447,2017,1,3352
905447,2017,2,45
905447,2017,3,22
905447,2017,4,1
905447,2017,5,9
905447,2017,7,2
905447,2017,9,2
905447,2018,1,3352
905447,2018,2,45
905447,2018,3,22
905447,2018,4,1
905447,2018,5,9
905447,2018,7,2
905447,2018,9,2
905464,2014,1,2980
905464,2014,2,187
905464,2014,3,79
905464,2014,4,45
905464,2014,5,22
905464,2014,6,17
905464,2014,7,7
905464,2014,8,2
905464,2014,9,2
905464,2014,10,4
905464,2014,11,1
905464,2015,1,3003
905464,2015,2,186
905464,2015,3,76
905464,2015,4,49
905464,2015,5,23
905464,2015,6,17
905464,2015,7,6
905464,2015,8,3
905464,2015,9,2
905464,2015,10,4
905464,2015,11,1
905464,2016,1,2990
905464,2016,2,188
905464,2016,3,76
905464,2016,4,50
905464,2016,5,22
905464,2016,6,17
905464,2016,7,6
905464,2016,8,3
905464,2016,9,2
905464,2016,10,4
905464,2016,11,1
905464,2017,1,3164
905464,2017,2,179
905464,2017,3,77
905464,2017,4,51
905464,2017,5,21
905464,2017,6,18
905464,2017,7,6
905464,2017,8,3
905464,2017,9,2
905464,2017,10,4
905464,2017,11,1
905464,2018,1,3164
905464,2018,2,179
905464,2018,3,77
905464,2018,4,51
905464,2018,5,21
905464,2018,6,18
905464,2018,7,6
905464,2018,8,3
905464,2018,9,2
905464,2018,10,4
905464,2018,11,1
905464,2019,1,3164
905464,2019,2,179
905464,2019,3,77
905464,2019,4,51
905464,2019,5,21
905464,2019,6,18
905464,2019,7,6
905464,2019,8,3
905464,2019,9,2
905464,2019,10,4
905464,2019,11,1
905464,2020,1,3163
905464,2020,2,179
905464,2020,3,77
905464,2020,4,51
905464,2020,5,21
905464,2020,6,18
905464,2020,7,6
905464,2020,8,3
905464,2020,9,2
905464,2020,10,4
905464,2020,11,1
905464,2021,1,3163
905464,2021,2,179
905464,2021,3,77
905464,2021,4,51
905464,2021,5,21
905464,2021,6,18
905464,2021,7,6
905464,2021,8,3
905464,2021,9,2
905464,2021,10,4
905464,2021,11,1
905587,2012,1,334
905587,2012,2,7
905587,2012,3,3
905587,2012,6,1
905587,2013,1,410514
905587,2013,2,12525
905587,2013,3,1976
905587,2013,4,401
905587,2013,5,192
905587,2013,6,54
905587,2013,7,35
905587,2013,8,29
905587,2013,9,24
905587,2013,10,16
905587,2013,11,15
905587,2013,12,20
905587,2013,13,18
905587,2013,14,6
905587,2013,15,3
905587,2013,16,4
905587,2013,17,6
905587,2013,20,4
905587,2013,23,1
905587,2013,24,1
905587,2013,62,1
905587,2014,1,786
905587,2014,2,51
905587,2014,3,9
905587,2014,4,3
905587,2014,5,3
905587,2014,8,1
905587,2014,12,1
905587,2015,1,115251
905587,2015,2,7580
905587,2015,3,1420
905587,2015,4,444
905587,2015,5,200
905587,2015,6,59
905587,2015,7,43
905587,2015,8,30
905587,2015,9,18
905587,2015,10,6
905587,2015,11,4
905587,2015,12,6
905587,2015,13,13
905587,2015,14,4
905587,2015,15,1
905587,2015,16,2
905587,2015,17,2
905587,2015,18,2
905587,2015,19,1
905587,2015,20,1
905587,2015,21,1
905587,2015,22,1
905587,2015,23,1
905587,2015,26,1
905587,2015,36,1
905587,2016,1,183729
905587,2016,2,10936
905587,2016,3,2126
905587,2016,4,761
905587,2016,5,315
905587,2016,6,140
905587,2016,7,77
905587,2016,8,53
905587,2016,9,32
905587,2016,10,20
905587,2016,11,25
905587,2016,12,8
905587,2016,13,14
905587,2016,14,8
905587,2016,15,7
905587,2016,16,7
905587,2016,17,5
905587,2016,18,4
905587,2016,20,2
905587,2016,21,2
905587,2016,22,3
905587,2016,25,2
905587,2016,30,1
905587,2017,1,216923
905587,2017,2,12266
905587,2017,3,2323
905587,2017,4,793
905587,2017,5,317
905587,2017,6,139
905587,2017,7,98
905587,2017,8,60
905587,2017,9,40
905587,2017,10,21
905587,2017,11,26
905587,2017,12,10
905587,2017,13,14
905587,2017,14,10
905587,2017,15,7
905587,2017,16,5
905587,2017,17,7
905587,2017,18,5
905587,2017,20,2
905587,2017,21,2
905587,2017,22,3
905587,2017,25,2
905587,2017,26,1
905587,2017,30,1
905587,2017,31,1
905587,2018,1,275829
905587,2018,2,14772
905587,2018,3,2861
905587,2018,4,1114
905587,2018,5,509
905587,2018,6,181
905587,2018,7,140
905587,2018,8,82
905587,2018,9,56
905587,2018,10,43
905587,2018,11,29
905587,2018,12,13
905587,2018,13,22
905587,2018,14,12
905587,2018,15,10
905587,2018,16,8
905587,2018,17,5
905587,2018,18,8
905587,2018,19,3
905587,2018,20,1
905587,2018,21,3
905587,2018,22,2
905587,2018,23,2
905587,2018,25,2
905587,2018,26,2
905587,2018,27,1
905587,2018,28,1
905587,2018,30,1
905587,2018,31,1
905587,2019,1,204803
905587,2019,2,12574
905587,2019,3,2564
905587,2019,4,931
905587,2019,5,367
905587,2019,6,139
905587,2019,7,106
905587,2019,8,56
905587,2019,9,37
905587,2019,10,28
905587,2019,11,28
905587,2019,12,13
905587,2019,13,13
905587,2019,14,12
905587,2019,15,10
905587,2019,16,6
905587,2019,17,4
905587,2019,18,5
905587,2019,19,4
905587,2019,20,1
905587,2019,21,3
905587,2019,22,3
905587,2019,23,3
905587,2019,27,2
905587,2019,28,1
905587,2019,30,1
905587,2019,31,1
905587,2019,43,1
905587,2020,1,212074
905587,2020,2,13191
905587,2020,3,2685
905587,2020,4,994
905587,2020,5,426
905587,2020,6,151
905587,2020,7,101
905587,2020,8,79
905587,2020,9,42
905587,2020,10,32
905587,2020,11,40
905587,2020,12,14
905587,2020,13,14
905587,2020,14,13
905587,2020,15,11
905587,2020,16,6
905587,2020,17,4
905587,2020,18,3
905587,2020,19,4
905587,2020,20,2
905587,2020,21,3
905587,2020,22,3
905587,2020,23,3
905587,2020,27,2
905587,2020,28,2
905587,2020,29,1
905587,2020,30,1
905587,2020,31,1
905587,2020,47,1
905587,2021,1,226883
905587,2021,2,15382
905587,2021,3,3017
905587,2021,4,1090
905587,2021,5,480
905587,2021,6,169
905587,2021,7,145
905587,2021,8,169
905587,2021,9,52
905587,2021,10,41
905587,2021,11,45
905587,2021,12,14
905587,2021,13,13
905587,2021,14,13
905587,2021,15,10
905587,2021,16,7
905587,2021,17,5
905587,2021,18,3
905587,2021,19,4
905587,2021,20,2
905587,2021,21,3
905587,2021,22,2
905587,2021,23,3
905587,2021,24,1
905587,2021,27,2
905587,2021,28,2
905587,2021,29,1
905587,2021,31,2
905587,2021,56,1
905617,2014,1,218
905617,2014,2,29
905617,2014,3,12
905617,2014,4,2
905617,2014,5,4
905617,2015,1,437
905617,2015,2,30
905617,2015,3,2
905617,2015,4,5
905617,2015,5,5
905617,2017,1,437
905617,2017,2,30
905617,2017,3,2
905617,2017,4,5
905617,2017,5,5
905617,2019,1,437
905617,2019,2,30
905617,2019,3,2
905617,2019,4,5
905617,2019,5,5
905752,2014,1,399
905752,2014,2,16
905752,2014,3,1
905752,2015,1,359
905752,2015,2,13
905752,2016,1,525
905752,2016,2,20
905752,2016,3,1
905752,2017,1,582
905752,2017,2,21
905752,2017,3,1
905752,2018,1,582
905752,2018,2,21
905752,2018,3,1
905752,2020,1,603
905752,2020,2,25
905919,2014,1,516
905919,2014,2,63
905919,2014,3,9
905919,2015,1,653
905919,2015,2,75
905919,2015,3,12
905919,2015,5,1
905919,2015,16,1
905919,2016,1,1635
905919,2016,2,185
905919,2016,3,21
905919,2016,4,14
905919,2016,5,9
905919,2016,9,1
905919,2016,16,1
905919,2017,1,1657
905919,2017,2,187
905919,2017,3,21
905919,2017,4,14
905919,2017,5,9
905919,2017,9,1
905919,2017,16,1
905919,2018,1,18689
905919,2018,2,174
905919,2018,3,36
905919,2018,4,10
905919,2018,8,1
905919,2019,1,38530
905919,2019,2,351
905919,2019,3,69
905919,2019,4,14
905919,2019,8,1
905919,2019,10,6
905919,2020,1,4920
905919,2020,2,546
905919,2020,3,105
905919,2020,4,48
905919,2020,5,22
905919,2020,6,7
905919,2020,7,2
905919,2020,8,1
905919,2020,9,2
905919,2020,12,1
905919,2020,17,1
905919,2021,1,4961
905919,2021,2,546
905919,2021,3,105
905919,2021,4,48
905919,2021,5,22
905919,2021,6,9
905919,2021,7,2
905919,2021,8,1
905919,2021,9,2
905919,2021,12,1
905919,2021,17,1
906050,2014,1,134
906050,2014,2,4
906050,2014,3,2
906050,2015,1,138
906050,2015,2,4
906050,2015,3,2
906059,2014,1,335
906059,2014,2,42
906059,2014,3,2
906059,2014,6,1
906059,2015,1,779
906059,2016,1,283
906059,2016,2,37
906059,2016,3,1
906059,2017,1,341
906059,2017,2,50
906059,2019,1,341
906059,2019,2,50
906059,2020,1,341
906059,2020,2,50
906059,2021,1,341
906059,2021,2,50
906111,2014,1,408
906111,2014,2,21
906111,2014,4,1
906111,2014,7,1
906111,2015,1,415
906111,2015,2,22
906111,2015,4,1
906111,2015,7,1
906111,2016,1,222
906681,2013,1,1710
906681,2013,2,80
906681,2013,3,23
906681,2013,4,2
906681,2013,5,8
906681,2013,6,2
906681,2014,1,2229
906681,2014,2,87
906681,2014,3,23
906681,2014,4,2
906681,2014,5,8
906681,2014,6,2
906805,2010,1,81
906805,2010,2,2
906805,2015,1,81
906805,2015,2,2
906805,2018,1,88
906805,2018,2,2
906977,2014,1,6309
906977,2014,2,154
906977,2014,3,65
906977,2014,4,22
906977,2014,5,17
906977,2014,6,10
906977,2014,7,7
906977,2014,8,5
906977,2014,9,3
906977,2015,1,1255
906977,2015,2,171
906977,2015,3,83
906977,2015,4,27
906977,2015,5,25
906977,2015,6,10
906977,2015,7,7
906977,2015,8,6
906977,2015,9,4
906977,2015,10,1
906977,2016,1,1076
906977,2016,2,130
906977,2016,3,54
906977,2016,4,25
906977,2016,5,18
906977,2016,6,7
906977,2016,7,7
906977,2016,8,6
906977,2016,9,2
906977,2017,1,1027
906977,2017,2,130
906977,2017,3,54
906977,2017,4,25
906977,2017,5,18
906977,2017,6,7
906977,2017,7,7
906977,2017,8,6
906977,2017,9,2
906977,2018,1,1049
906977,2018,2,137
906977,2018,3,55
906977,2018,4,25
906977,2018,5,19
906977,2018,6,7
906977,2018,7,7
906977,2018,8,6
906977,2018,9,2
906988,2014,1,7
906988,2014,2,1
906988,2015,1,7
906988,2015,2,1
906988,2017,1,7
906988,2017,2,1
907144,2014,1,248
907144,2014,2,19
907144,2014,5,6
907144,2016,1,249
907144,2016,2,19
907144,2016,5,6
907152,2012,1,389
907152,2012,2,61
907152,2012,3,2
907152,2013,1,1
907152,2014,1,516
907152,2014,2,76
907152,2014,3,2
907152,2015,1,268
907152,2015,2,2
908290,2018,1,2712
908290,2018,2,383
908290,2018,3,40
908290,2018,4,8
908290,2018,5,4
908290,2018,6,2
908290,2019,1,4056
908290,2019,2,478
908290,2019,3,57
908290,2019,4,11
908290,2019,5,5
908290,2019,7,5
908290,2020,1,4109
908290,2020,2,493
908290,2020,3,63
908290,2020,4,13
908290,2020,5,5
908290,2020,6,1
908290,2020,7,5
908290,2020,9,1
908290,2021,1,4112
908290,2021,2,498
908290,2021,3,63
908290,2021,4,13
908290,2021,5,5
908290,2021,6,1
908290,2021,7,5
908290,2021,9,1
908429,2015,1,3918
908429,2015,2,456
908429,2015,3,8
908446,2013,1,16254
908446,2013,2,593
908446,2013,3,68
908446,2013,4,12
908446,2013,5,14
908446,2013,6,2
908446,2013,7,2
908446,2013,8,1
908446,2013,9,1
908446,2013,12,1
908446,2013,13,2
908446,2014,1,35166
908446,2014,2,1467
908446,2014,3,187
908446,2014,4,39
908446,2014,5,36
908446,2014,6,16
908446,2014,7,5
908446,2014,8,2
908446,2014,9,3
908446,2014,10,2
908446,2014,11,2
908446,2014,12,1
908446,2014,13,2
908446,2015,1,35767
908446,2015,2,1551
908446,2015,3,194
908446,2015,4,42
908446,2015,5,36
908446,2015,6,16
908446,2015,7,5
908446,2015,8,3
908446,2015,9,3
908446,2015,10,2
908446,2015,11,2
908446,2015,12,1
908446,2015,13,2
908446,2016,1,35685
908446,2016,2,1548
908446,2016,3,195
908446,2016,4,42
908446,2016,5,38
908446,2016,6,14
908446,2016,7,7
908446,2016,8,3
908446,2016,9,3
908446,2016,10,2
908446,2016,11,2
908446,2016,12,1
908446,2016,13,2
908446,2020,1,35685
908446,2020,2,1548
908446,2020,3,195
908446,2020,4,42
908446,2020,5,38
908446,2020,6,14
908446,2020,7,7
908446,2020,8,3
908446,2020,9,3
908446,2020,10,2
908446,2020,11,2
908446,2020,12,1
908446,2020,13,2
